"report_namePKO";"hostilityGov_None";"hostilityGov_VerbalRestrictions";"hostilityGov_PhysicalRestrictions";"hostilityGov_ViolentRestrictions";"hostilityOther_None";"hostilityOther_VerbalRestrictions";"hostilityOther_PhysicalRestrictions";"hostilityOther_ViolentRestrictions";"abuseAllegations";"abuseInvestigation";"sexualViolenceAllegation";"sexualViolenceInvestigation";"DDRprogress"
"423";"UNSMIH_S/1996/813";"True";"False";"False";"False";"False";"True";"False";"True";"False";"False";"False";"False";"COMPLETED"
"424";"UNMIH_S/1996/416";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"COMPLETED"
"425";"UNMIH_S/1996/112";"True";"False";"False";"False";"False";"True";"False";"True";"False";"False";"False";"False";"COMPLETED"
"426";"UNMIH_S/1995/922";"True";"False";"False";"False";"True";"";"";"True";"False";"False";"False";"False";"STARTED"
"427";"UNMIH_S/1995/614";"True";"False";"False";"True";"False";"True";"False";"False";"False";"False";"False";"False";"STARTED"
"428";"UNMIH_S/1994/1322";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"429";"UNMIH_S/1994/1143";"True";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"430";"ONUSAL_S/1995/220";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"431";"ONUSAL_S/1994/1212";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"432";"ONUSAL_S/1994/1000";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"433";"ONUSAL_S/1994/561";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"434";"ONUSAL_S/1994/375";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"435";"ONUSAL_S/1994/304";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"436";"ONUSAL_S/1994/179";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"437";"ONUSAL_S/26790";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"COMPLETED"
"438";"ONUSAL_S/26606";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"439";"ONUSAL_S/26005";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"COMPLETED"
"440";"ONUSAL_S/25812";"True";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"STARTED"
"441";"ONUSAL_S/25006";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"442";"ONUSAL_S/24871";"True";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"STARTED"
"443";"ONUSAL_S/24833";"True";"False";"False";"False";"False";"True";"False";"True";"False";"False";"False";"False";"STARTED"
"444";"ONUSAL_S/23999";"True";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"STARTED"
"445";"ONUSAL_S/23642";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"446";"ONUSAL_S/23402";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"447";"ONUCA_S/23421_Honduras";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"448";"ONUCA_S/23171_ElSalvador";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"449";"ONUCA_S/23171_Guatemala";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"450";"ONUCA_S/23171_Nicaragua";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"451";"ONUCA_S/23171_Honduras";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"452";"ONUCA_S/23171";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"453";"ONUCA_S/22543_ElSalvador";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"454";"ONUCA_S/22543_Honduras";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"455";"ONUCA_S/22543_Nicaragua";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"456";"ONUCA_S/22543_CostaRica";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"457";"ONUCA_S/22543";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"458";"ONUCA_S/21909_ElSalvador";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"459";"ONUCA_S/21909_Honduras";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"COMPLETED"
"460";"ONUCA_S/21909";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"COMPLETED"
"461";"ONUCA_S/21349_Nicaragua";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"462";"ONUCA_S/21341_Nicaragua";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"463";"ONUCA_S/21274/Add.1_Nicaragua";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NOT_STARTED"
"464";"ONUCA_S/21274_ElSalvador";"True";"False";"False";"False";"True";"";"";"";"False";"False";"False";"False";"NO_INFO"
"465";"ONUCA_S/21274_CostaRica";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"466";"ONUCA_S/21274_Nicaragua";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"467";"ONUCA_S/21274_Honduras";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"468";"ONUCA_S/21274";"";"";"";"";"";"";"";"";"";"";"";"";""
